573607,DIAMOND 1 FIN COR 8.35 15JUL46 144A,25272KAR4,50000,65425
573607,DIAMONDBACK ENER 5.375 31MAY25 144A,25278XAJ8,100000,102750
573607,DIAMONDBACK ENERGY IN 5.375 31MAY25,25278XAH2,80000,82200
573607,DISCOVER CARD EXECUTIO 2.39 15JUL24,254683BX2,235000,232593
573607,DISCOVER FINL SVCS 3.75 04MAR25,254709AL2,35000,34675
573607,DISCOVERY COMMUNICATI 4.875 01APR43,25470DAJ8,21000,20306
573607,DISCOVERY COMMUNICATIO 2.95 20MAR23,25470DAQ2,105000,102734
573607,DISCOVERY COMMUNICATIO 3.95 20MAR28,25470DAR0,75000,72667
573607,DISCOVERY COMMUNICATION 2.2 20SEP19,25470DAN9,20000,19873
573607,DOMINION ENERGY INC 2.579 01JUL20,25746UCT4,20000,19885
573607,DOW CHEM CO 4.375 15NOV42,260543CG6,8000,8181
573607,DTE ELEC CO 3.75 15AUG47,23338VAG1,40000,39556
573607,DU PONT E I DE NEMOURS 2.2 01MAY20,263534CL1,25000,24880
573607,DUKE ENERGY CAROLINAS L 3.7 01DEC47,26442CAT1,30000,29303
573607,DUKE ENERGY CORP NEW 2.4 15AUG22,26441CAW5,90000,87468
573607,DUKE ENERGY CORP NEW 3.05 15AUG22,26441CAJ4,40000,40012
573607,DUKE ENERGY CORP NEW 3.15 15AUG27,26441CAX3,90000,86309
573607,DUKE ENERGY CORP NEW 3.55 15SEP21,26441CAF2,85000,87104
573607,DUKE ENERGY FLA LLC 2.1 15DEC19,26444HAD3,15000,14970
573607,DUKE UNIV 4.077 01OCT48,26442TAC1,25000,25912
573607,DXC TECHNOLOGY CO 2.875 27MAR20,23355LAB2,10000,10016
573607,DXC TECHNOLOGY CO 4.25 15APR24,23355LAC0,65000,67114
573607,EASTMAN CHEM CO 3.8 15MAR25,277432AR1,23000,23673
573607,EATON CORP OHIO 2.75 02NOV22,278062AC8,29000,28693
573607,EATON CORP OHIO 4.15 02NOV42,278062AE4,15000,15165
573607,EB TEMPORARY INVESTMENT FEE CL 20,X9USDEBTS,1329895,1329895
573607,EMERA US FIN LP 2.15 15JUN19,29103DAC0,10000,9947
573607,ENBRIDGE INC 5.5 15JUL77,29250NAS4,50000,49938
573607,ENERGY TRANSFER P 6.625 31DEC49 FRN,29278NAB9,170000,167365
573607,ENERGY TRANSFER PA 6.25 31DEC49 FRN,29278NAA1,250000,246563
573607,ENERGY TRANSFER PARTNE 4.05 15MAR25,29273RBD0,44000,43666
573607,ENERGY TRANSFER PARTNE 4.75 15JAN26,29273RBG3,10000,10296
573607,ENERGY TRANSFER PARTNER 4.9 15MAR35,29273RBE8,70000,68183
573607,ENLINK MIDSTREAM PARTN 5.45 01JUN47,29336UAG2,20000,20835
573607,ENLINK MIDSTREAM PARTNE 2.7 01APR19,29336UAA5,30000,29927
573607,ENTERGY CORP NEW 2.95 01SEP26,29364GAJ2,20000,18957
573607,ENTERGY CORP NEW 4.0 15JUL22,29364GAH6,55000,56952
573607,ENTERGY TEX INC 3.45 01DEC27,29365TAF1,30000,29612
573607,ENTERPRISE PRODS 5.375 15FEB78 FRN,29379VBR3,50000,49955
573607,ENTERPRISE PRODS 5.4809 01AUG66 FRN,293791AV1,90000,90135
573607,ENTERPRISE PRODS OPER 5.25 16AUG77,29379VBN2,95000,94763
573607,ENTERPRISE PRODS OPER L 4.9 15MAY46,29379VBJ1,54000,58489
573607,ENTERPRISE PRODS OPER L 5.1 15FEB45,29379VBC6,39000,43135
573607,EOG RES INC 3.9 01APR35,26875PAN1,50000,50056
573607,EOG RES INC 4.15 15JAN26,26875PAP6,30000,31382
