account_number,acct_name,cusip,asset_name,shares,market_value
939217,DELAWARE SC VAL,169905106,CHOICE HOTELS INTL INC USD 0.01,1319,107828
939217,DELAWARE SC VAL,17243V102,CINEMARK HLDGS INC USD 0.001,1616,54540
939217,DELAWARE SC VAL,172755100,CIRRUS LOGIC INC USD 0.001,1112,41544
939217,DELAWARE SC VAL,20337X109,COMMSCOPE HLDG CO INC USD 0.01,3075,93019
939217,DELAWARE SC VAL,203607106,COMMUNITY BK SYS INC USD 1.0,1824,111300
939217,DELAWARE SC VAL,218681104,CORE-MARK HLDG CO INC USD 0.01,1529,31176
939217,DELAWARE SC VAL,24665A103,DELEK US HLDGS INC NEW USD 0.01,1893,113220
939217,DELAWARE SC VAL,248019101,DELUXE CORP USD 1.0,948,63848
939217,DELAWARE SC VAL,262037104,DRIL-QUIP INC USD 0.01,1166,55910
939217,DELAWARE SC VAL,27579R104,EAST WEST BANCORP INC USD 0.001,5025,359840
939217,DELAWARE SC VAL,28140H203,EDUCATION COM USD0.01,1760,67549
939217,DELAWARE SC VAL,283677854,EL PASO ELEC CO NPV,1765,101929
939217,DELAWARE SC VAL,29355X107,ENPRO INDS INC USD 0.01,1010,73478
939217,DELAWARE SC VAL,302520101,F N B CORP PA USD 0.01,1524,20650
939217,DELAWARE SC VAL,320209109,FIRST FINL BANCORP OHIO NPV,4117,134626
939217,DELAWARE SC VAL,32055Y201,FIRST INTST BANCSYSTEM INC NPV,2205,97241
939217,DELAWARE SC VAL,320867104,FIRST MIDWEST BANCORP INC USD 0.01,4625,123858
939217,DELAWARE SC VAL,359694106,FULLER H B CO USD 1.0,2450,127915
939217,DELAWARE SC VAL,391416104,GREAT WESTN BANCORP INC USD 0.01,3249,146140
939217,DELAWARE SC VAL,404030108,H+E EQUIPM USD0.01,2411,85952
939217,DELAWARE SC VAL,405024100,HAEMONETICS CORP MASS USD 0.01,764,71969
939217,DELAWARE SC VAL,40650V100,HALYARD HEALTH INC,1749,99413
939217,DELAWARE SC VAL,410120109,HANCOCK WHITNEY CORP USD 3.33,3787,195220
939217,DELAWARE SC VAL,410867105,HANOVER INS GROUP INC USD 0.01,1112,132751
939217,DELAWARE SC VAL,421946104,HEALTHCARE COM USD0.01,2526,70071
939217,DELAWARE SC VAL,42330P107,HELIX ENERGY SOLUTIONS GROUP IN NPV,7618,56297
939217,DELAWARE SC VAL,431284108,HIGHWOODS PROPERTIES INC USD 0.01,2347,114956
939217,DELAWARE SC VAL,460335201,INTERNATIONAL SPEEDWAY COR USD 0.01,1672,70558
939217,DELAWARE SC VAL,45073V108,ITT INC USD 1.0,3795,202501
939217,DELAWARE SC VAL,466032109,J + J SNACK FOODS CORP NPV,603,87942
939217,DELAWARE SC VAL,497266106,KIRBY CORP USD 0.1,643,59992
939217,DELAWARE SC VAL,482539103,KLX INC USD 0.01,1225,88837
939217,DELAWARE SC VAL,498904200,KNOLL INC USD 0.01,2728,55542
939217,DELAWARE SC VAL,524901105,LEGG MASON INC USD 0.1,2036,76676
939217,DELAWARE SC VAL,529043101,LEXINGTON COM USD0.0001,9118,78506
939217,DELAWARE SC VAL,53223X107,LIFE STORA COM USD0.01,834,79063
939217,DELAWARE SC VAL,556269108,MADDEN STEVEN LTD USD 0.0001,2003,108362
939217,DELAWARE SC VAL,56035L104,MAIN STREE COM STK USD0.01,1774,68334
939217,DELAWARE SC VAL,576323109,MASTEC INC USD 0.1,4013,197239
939217,DELAWARE SC VAL,57776J100,MAXLINEAR INC USD 0.0001,2311,43793
939217,DELAWARE SC VAL,589433101,MEREDITH CORP USD 1.0,1373,66659
939217,DELAWARE SC VAL,59001A102,MERITAGE H COM USD0.01,2415,110849
939217,DELAWARE SC VAL,603158106,MINERALS T COM USD0.10,591,44295
939217,DELAWARE SC VAL,628778102,NBT BANCOR COM USD0.01,2172,84795
939217,DELAWARE SC VAL,62886E108,NCR CORP NEW USD 0.01,2080,63315
939217,DELAWARE SC VAL,64115T104,NETSCOUT SYS INC USD 0.001,2120,57134
939217,DELAWARE SC VAL,674215108,OASIS PETE INC NEW USD 0.01,8324,103551
939217,DELAWARE SC VAL,680665205,OLIN CORP USD 1.0,5229,168949
939217,DELAWARE SC VAL,682189105,ON SEMICONDUCTOR CORP USD 0.01,5003,131079
939217,DELAWARE SC VAL,69007J106,OUTFRONT M COM NPV,5309,105861
939217,DELAWARE SC VAL,703481101,PATTERSON-UTI ENERGY INC USD 0.01,6219,117663
939217,DELAWARE SC VAL,72348P104,PINNACLE FOODS INC DEL USD 0.01,1145,73761
939217,DELAWARE SC VAL,74164F103,PRIMORIS SVCS CORP USD 0.0001,2537,67535
939217,DELAWARE SC VAL,743606105,PROSPERITY BANCSHARES INC USD 1.0,1644,121952
939217,DELAWARE SC VAL,69370C100,PTC INC USD 0.01,906,79873
939217,DELAWARE SC VAL,751452202,RAMCO-GERS SBI USD0.01,4608,56356
939217,DELAWARE SC VAL,76169B102,REXNORD CORP NEW USD 0.01,1829,54541
939217,DELAWARE SC VAL,G7665A101,ROWAN COS PLC USD 0.125,5872,90957
939217,DELAWARE SC VAL,783859101,S + T BANCORP INC USD 2.5,2041,93580
939217,DELAWARE SC VAL,78709Y105,SAIA INC COM USD0.001,834,66845
939217,DELAWARE SC VAL,810186106,SCOTTS MIRACLE-GRO CO USD 0.01,725,59747
939217,DELAWARE SC VAL,816300107,SELECTIVE INS GROUP INC USD 2.0,3286,192067
939217,DELAWARE SC VAL,817565104,SERVICE CORP INTL USD 1.0,1969,72203
939217,DELAWARE SC VAL,78454L100,SM ENERGY CO USD 0.01,5034,107476
939217,DELAWARE SC VAL,835451105,SONIC CORP USD 0.01,3132,79396
939217,DELAWARE SC VAL,844895102,SOUTHWEST GAS HOLDINGS INC USD 1.0,1428,108871
939217,DELAWARE SC VAL,853666105,STANDARD MTR PRODS INC USD 2.0,834,38389
939217,DELAWARE SC VAL,G84720104,STERIS PLC,1301,136774
939217,DELAWARE SC VAL,860630102,STIFEL FINL CORP USD 0.15,2189,130705
939217,DELAWARE SC VAL,866082100,SUMMIT HOT COM USD0.01,5795,89591
939217,DELAWARE SC VAL,86800U104,SUPER MICR COM STK USD0.001,3545,87030
939217,DELAWARE SC VAL,871607107,SYNOPSYS INC USD 0.01,2345,210300
939217,DELAWARE SC VAL,878237106,TECH DATA CORP USD 0.0015,1146,100619
939217,DELAWARE SC VAL,879369106,TELEFLEX INC USD 1.0,109,29671
939217,DELAWARE SC VAL,880349105,TENNECO IN COM USD0.01,1490,67884
939217,DELAWARE SC VAL,880770102,TERADYNE INC USD 0.125,3058,120241
939217,DELAWARE SC VAL,882681109,TEXAS ROADHOUSE INC USD 0.001,882,55028
939217,DELAWARE SC VAL,M87915274,TOWER SEMICONDUCTOR LTD ILS 1.0,3792,355197
939217,DELAWARE SC VAL,L9340P101,TRINSEO SA USD 0.01,2120,158152
939217,DELAWARE SC VAL,87305R109,TTM TECHNO COM NPV,3544,63827
939217,DELAWARE SC VAL,904214103,UMPQUA HLDGS CORP NPV,5715,137503
939217,DELAWARE SC VAL,904708104,UNIFIRST CORP MASS USD 0.1,446,81730
939217,DELAWARE SC VAL,903293405,USG CORP USD 0.1,3251,134071
939217,DELAWARE SC VAL,919794107,VALLEY NATL BANCORP NPV,9050,118193
939217,DELAWARE SC VAL,G9329Z100,VENATOR MATERIALS PLC NPV,2236,40002
939217,DELAWARE SC VAL,925550105,VIAVI SOLUTIONS INC USD 0.001,5310,51719
939217,DELAWARE SC VAL,928298108,VISHAY INTERTECHNOLOGY INC USD 0.1,6000,128100
939217,DELAWARE SC VAL,939653101,WASHINGTON SBI USD0.01,3149,90754
939217,DELAWARE SC VAL,947890109,WEBSTER FINL CORP WATERBUR USD 0.01,3544,233443
939217,DELAWARE SC VAL,950755108,WERNER ENTERPRISES INC USD 0.01,2786,106843
939217,DELAWARE SC VAL,950810101,WESBANCO INC USD 2.0833,2396,114002
939217,DELAWARE SC VAL,95082P105,WESCO INTL INC USD 0.01,860,51858
939217,DELAWARE SC VAL,966387409,WHITING PETE CORP USD 0.001,1126,58642
939217,DELAWARE SC VAL,978097103,WOLVERINE WORLD WIDE INC USD 1.0,2745,95252
